elementId	reviewGroup	decisionStatus	targetCategory	roles	disposition	rationale	replacement	migrationGuideAnchor	ownerPhase	notes
method:org.hibernate.dialect.Dialect#determineDatabaseVersion(org.hibernate.engine.jdbc.dialect.spi.DialectResolutionInfo)	CONSTRUCTION	APPROVED	SPI	USE,IMPLEMENT	RETAIN	Provider Dialects must sometimes normalize or refine JDBC metadata before the version is captured, existing implementations legitimately delegate to the standard resolution behavior, and integration providers may invoke the selected Dialect's version-resolution behavior outside subclass context.			Phase 2	Nine overrides, two constructor or super-delegation consumers, and an integration-provider use case were observed; retain public visibility for provider USE, document invocation during superclass construction for IMPLEMENT, require a supported DialectResolutionInfo signature, and test defaulting and vendor-specific parsing. Public SPI visibility does not make the method application API.
method:org.hibernate.dialect.Dialect#getVersion()	CONSTRUCTION	APPROVED	SPI	USE	RETAIN	The immutable version selected during construction is heavily consumed by provider Dialects, translators, and Hibernate feature selection, but overriding the accessor can contradict the captured constructor state.		dialect-spi-construction	Phase 2	Two overrides and 415 consumers were observed; make the accessor final, migrate MimerSQL and RDMS OS 2200 to establish their effective version during construction, and retain DatabaseVersion as supported USE SPI.
method:org.hibernate.dialect.Dialect#checkVersion()	CONSTRUCTION	COMPLETED	INTERNAL		REMOVE	Minimum-version validation is fixed constructor orchestration with no override and should not expose a protected lifecycle hook invoked before subclass construction completes.	Private constructor validation using the captured version and getMinimumSupportedVersion()	dialect-spi-construction	Phase 2	No override and two constructor consumers were observed; the overridable method boundary was removed, warning behavior was preserved, and explicit versions below and at the minimum remain tested.
method:org.hibernate.dialect.Dialect#toString()	CONSTRUCTION	APPROVED	SPI	USE	RETAIN	The diagnostic representation of a Dialect and its captured version is useful supported behavior, but provider-specific overriding would weaken predictable diagnostics without an observed extension need.		dialect-spi-construction	Phase 2	No override or indexed consumer was observed; retain the class-and-version representation and make the method final so it is not part of the IMPLEMENT surface.
method:org.hibernate.dialect.Dialect#useCrossReferenceForeignKeys()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	Whether JDBC cross-reference metadata supplements imported keys is extraction strategy configuration and should not require the standard extractor to call back into Dialect.	A supported InformationExtractor foreign-key metadata policy selecting IMPORTED_KEYS_ONLY or IMPORTED_KEYS_AND_CROSS_REFERENCE		Phase 5	One Informix override and one standard-extractor consumer were observed; migrate the behavior into supported JDBC metadata extractor composition and test merging without duplicate foreign keys.
method:org.hibernate.dialect.Dialect#getCrossReferenceParentTableFilter()	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The optional parent-table filter is meaningful only for cross-reference retrieval and can form an invalid combination when exposed independently from its enabling Boolean.	The optional parent-table filter in the InformationExtractor cross-reference policy		Phase 5	One Informix override and one extractor consumer were observed; require the filter only for the cross-reference mode, preserve null and wildcard semantics, and test the exact DatabaseMetaData#getCrossReference arguments.
method:org.hibernate.dialect.Dialect#rowId(java.lang.String)	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	A nullable string simultaneously signals row-id availability, chooses a default pseudo-column, and resolves an optional mapping-supplied name, while its type and DDL declaration live in separate hooks.	A supported RowIdSupport profile resolving a locator expression from an immutable optional-name request		Phase 5	Twelve overrides and nine consumers were observed; provide an explicit unsupported profile instead of null capability probing and test fixed pseudo-columns, supplied names, defaults, and deliberately disabled inherited support.
method:org.hibernate.dialect.Dialect#getRowIdColumnString(java.lang.String)	DDL_AND_SCHEMA	APPROVED	INTERNAL		REPLACE	The optional physical declaration is meaningful only for a supported row-id locator and currently calls back into the independent expression hook.	RowIdSupport optional physical column declaration composed from the same locator request		Phase 5	Three DB2-family overrides and one table-exporter consumer were observed; preserve implicit pseudo-columns and explicit generated ROWID declarations and test consistency with the resolved expression and locator type.
method:org.hibernate.dialect.Dialect#isEmptyStringTreatedAsNull()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	Empty-string/null equivalence is database value semantics used by cast emulation and is clearer as an explicit semantic choice than a negatively contextual Boolean hook.	A supported StringValueSemantics profile with DISTINCT and AS_NULL empty-string semantics		Phase 5	Five overrides and one cast-function consumer were observed; preserve Oracle, Postgres Plus, and TimesTen behavior and test array-to-string casting for both semantic modes.
method:org.hibernate.dialect.Dialect#stripsTrailingSpacesFromChar()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	Fixed-length CHAR trailing-space behavior is another database string-value semantic and should be represented alongside empty-string treatment.	StringValueSemantics with PRESERVED and STRIPPED fixed-length trailing-space semantics		Phase 5	Three overrides and one CharacterJavaType consumer were observed; preserve MySQL and Sybase wrapping behavior and test single-character values containing only spaces.
method:org.hibernate.dialect.Dialect#requiresCastForConcatenatingNonStrings()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	Whether concatenation accepts non-string arguments is function grammar and coercion policy already in the scope of FunctionSyntaxSupport.	FunctionSyntaxSupport concatenation-argument coercion policy		Phase 5	Five overrides and one SQL AST translator consumer were observed; preserve DB2, Derby, and Transact-SQL casts and test equality-preserving row-component concatenation.
method:org.hibernate.dialect.Dialect#requiresFloatCastingOfIntegerDivision()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	The required cast around integer division is a focused function-expression coercion rule, not a general standalone Dialect capability.	FunctionSyntaxSupport integer-division result coercion policy		Phase 5	Three overrides and one extract-function consumer were observed; preserve HSQL and IRIS week extraction and test casted versus direct integer division rendering.
method:org.hibernate.dialect.Dialect#supportsTruncateWithCast()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REMOVE	No Hibernate code consults this cast-truncation capability, so its three overrides do not select any observable behavior.			Phase 5	Three overrides and no consumers were observed; remove the method and overrides directly and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getColumnAliasExtractor()	JDBC_DRIVER	APPROVED	SPI	USE,IMPLEMENT,SUPPLY	RETAIN	Provider Dialects may need to select column-label or column-name extraction to account for JDBC driver behavior, and the existing focused strategy is an appropriate supported extension contract.			Phase 5	No in-repository override and one runtime consumer were observed; retain ColumnAliasExtractor and its standard label and name strategies as supported SPI and cover both choices in the compatibility test kit.
method:org.hibernate.dialect.Dialect#getDefaultOrdinalityColumnName()	TYPE_AND_FUNCTION	APPROVED	INTERNAL		REPLACE	The optional default ordinality-column name is set-returning-function syntax capability and should be represented with the rest of the function grammar instead of as a nullable standalone Dialect hook.	FunctionSyntaxSupport explicit optional default ordinality-column name		Phase 5	Nine overrides and two consumers were observed; preserve the family-specific names and explicit unsupported state and test both type resolution and SQL rendering.
method:org.hibernate.dialect.Dialect#getRowLevelSecurity()	SUPPLIED_STRATEGY	APPROVED	SPI	USE,IMPLEMENT,SUPPLY	RETAIN	A provider Dialect supplies a coherent row-level-security strategy used during boot and runtime, making the existing strategy boundary a natural supported extension contract.			Phase 5	Five overrides and two consumers were observed; classify RowLevelSecurity, its tenant-identifier source, and stock unsupported behavior consistently as SPI and test provider selection and runtime use.
method:org.hibernate.dialect.Dialect#getSelectGUIDString()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The hook exists only to support the deprecated legacy GUIDGenerator and should not remain in the Dialect extension surface after that generator is removed.	UuidGenerator		Phase 5	Thirteen overrides and two calls, including one superclass delegation, were observed; remove the legacy generator, method, and overrides and add a versioned Migration Guide entry directing users to UuidGenerator.
